Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
860.0	64.32	64.32	50.28	502.78	438.46	535.88	479.11	676.53	589.58	426.21	286.87	255.22	212.62	191.34	405.52	425.3	428.43	431.77	282.08	246.06	203.45	183.96	76.85	76.13	76.72	62.77	58.35	56.77	54.18	52.6	62.29	62.78	62.82	363.44	228.52	198.44	158.44	138.74	343.23	362.53	365.61	-5.56	4.79	9.15	9.17	7.38	328.68	349.17	351.7	0.87	0.85	0.79	0.77	0.74	0.72	0.85	0.85	0.85	-0.03	-0.01	0.0	0.01	0.01	0.81	0.82	0.82	0.2	0.79	1.04	1.46	1.75	0.27	0.21	0.2	0.16	0.48	0.55	0.64	0.69	0.21	0.17	0.16	-0.04	-0.01	-0.0	0.0	-0.01	0.96	0.96	0.96	-0.46	-0.41	-0.45	-0.44	-0.51	1.18	1.17	1.17	0.3	1.0	1.35	1.89	2.24	AT5G45470	E-
966.0	54.45	54.45	40.97	479.93	425.48	503.2	446.24	648.56	559.3	405.16	300.89	262.67	225.39	205.43	365.41	385.71	391.28	403.02	289.14	250.86	213.71	191.64	67.82	68.73	69.17	53.24	50.75	49.42	47.79	46.75	52.42	52.89	52.99	351.92	250.14	213.25	177.6	158.68	312.99	332.83	338.28	2.14	11.75	11.81	11.69	13.8	297.59	316.98	322.11	0.89	0.87	0.83	0.81	0.78	0.77	0.85	0.86	0.86	-0.01	0.02	0.02	0.02	0.03	0.81	0.82	0.82	0.21	0.64	0.88	1.2	1.43	0.34	0.27	0.25	0.16	0.41	0.5	0.58	0.63	0.26	0.21	0.19	-0.02	0.01	0.01	0.01	0.03	0.95	0.95	0.95	-0.37	-0.26	-0.3	-0.3	-0.33	1.24	1.26	1.26	0.28	0.82	1.11	1.53	1.85	AT5G45470	E-
1108.0	76.15	76.15	59.29	627.96	551.81	651.94	584.65	799.63	711.12	548.03	399.7	349.73	298.65	272.26	493.12	512.72	518.76	542.03	393.54	331.96	282.89	256.24	88.27	95.07	92.67	74.77	70.93	69.05	66.65	65.2	73.56	74.04	74.14	473.26	328.77	280.68	232.0	207.07	419.55	438.68	444.63	5.99	6.16	17.77	15.76	16.02	404.85	417.65	426.09	0.88	0.86	0.82	0.8	0.77	0.76	0.85	0.86	0.86	0.0	0.0	0.03	0.03	0.03	0.82	0.81	0.82	0.16	0.6	0.83	1.16	1.38	0.3	0.24	0.23	0.13	0.4	0.49	0.58	0.63	0.24	0.2	0.19	0.0	-0.0	0.03	0.03	0.04	0.97	0.95	0.96	-0.15	-0.19	-0.04	-0.08	-0.13	1.15	1.23	1.19	0.23	0.71	1.11	1.43	1.82	AT5G45470	E-
2057.0	73.82	73.82	57.68	589.03	515.2	617.4	557.05	758.94	671.0	522.25	357.51	304.67	256.24	236.35	475.76	491.49	492.23	516.5	356.18	302.27	251.76	226.55	85.93	88.5	86.47	72.62	68.01	65.69	62.92	61.46	71.45	71.81	71.86	449.63	289.51	238.98	193.33	174.89	404.31	419.68	420.36	5.75	1.33	2.41	4.49	9.8	389.83	402.99	405.76	0.87	0.86	0.81	0.78	0.75	0.73	0.85	0.85	0.85	-0.0	-0.01	-0.01	-0.0	0.01	0.82	0.82	0.82	0.14	0.67	0.97	1.37	1.63	0.29	0.25	0.24	0.12	0.44	0.54	0.63	0.67	0.22	0.18	0.18	-0.0	-0.02	-0.02	-0.01	-0.0	0.97	0.97	0.97	-0.16	-0.26	-0.27	-0.31	-0.33	1.16	1.18	1.15	0.22	0.78	1.12	1.59	2.0	AT5G45470	E+
1160.0	47.16	47.16	34.74	403.78	356.62	434.33	383.73	572.18	487.38	349.67	255.61	226.37	194.55	180.42	318.6	330.39	336.07	347.69	248.58	218.97	191.05	174.98	54.82	55.43	54.45	46.24	43.88	42.86	41.38	40.69	45.63	45.86	46.01	303.43	211.73	183.51	153.16	139.73	272.97	284.53	290.07	1.97	7.03	7.41	3.5	5.44	263.78	274.96	281.63	0.88	0.87	0.82	0.81	0.78	0.77	0.85	0.86	0.86	-0.01	-0.01	-0.0	-0.02	-0.02	0.82	0.83	0.84	0.19	0.64	0.86	1.19	1.38	0.31	0.26	0.23	0.14	0.4	0.48	0.57	0.61	0.23	0.19	0.17	-0.02	-0.02	-0.01	-0.05	-0.04	0.97	0.97	0.97	-0.53	-0.48	-0.53	-0.72	-0.9	1.17	1.17	1.16	0.3	0.85	1.13	1.55	1.95	AT5G45470	E+
933.0	83.12	83.12	65.92	646.44	563.32	671.15	605.64	823.56	731.43	563.52	376.16	323.47	282.19	253.26	484.21	510.47	513.5	565.07	385.5	316.24	266.62	246.2	97.26	96.35	96.66	81.52	75.74	73.18	70.73	68.51	79.34	80.1	80.12	482.0	300.42	250.3	211.46	184.74	404.87	430.37	433.38	-1.55	-9.34	7.23	15.57	7.06	386.95	414.12	416.84	0.87	0.86	0.8	0.77	0.75	0.72	0.83	0.84	0.84	-0.01	-0.04	0.01	0.03	-0.01	0.8	0.81	0.81	0.16	0.75	1.06	1.37	1.75	0.44	0.35	0.35	0.14	0.46	0.56	0.63	0.68	0.29	0.24	0.23	-0.02	-0.05	-0.0	0.03	-0.05	0.96	0.97	0.97	-0.26	-0.45	-0.24	-0.18	-0.91	1.15	1.14	1.16	0.22	0.8	1.24	1.72	2.02	AT5G45470	E+
1858.0	73.4	73.4	56.97	582.16	508.76	610.86	549.26	754.27	665.37	503.63	353.5	305.01	260.54	241.39	447.25	467.38	470.9	501.28	347.79	297.12	251.71	227.76	84.23	87.73	87.45	71.91	67.57	65.44	62.96	61.59	70.32	70.82	70.89	431.72	285.93	239.58	197.58	179.79	376.93	396.56	400.01	2.34	5.71	7.89	8.83	13.62	363.01	379.64	383.45	0.87	0.86	0.81	0.78	0.75	0.74	0.84	0.84	0.84	-0.01	0.0	0.01	0.01	0.03	0.8	0.81	0.81	0.17	0.69	0.97	1.35	1.6	0.53	0.36	0.37	0.15	0.44	0.53	0.62	0.65	0.26	0.22	0.21	-0.01	-0.0	0.0	0.01	0.02	0.9	0.97	0.97	-0.19	-0.21	-0.22	-0.24	-0.26	0.37	1.18	1.17	0.25	0.82	1.35	1.59	2.13	AT5G45470	E+
692.0	46.82	46.82	33.18	388.56	341.74	411.17	354.89	552.92	470.81	332.47	224.93	196.45	165.5	151.4	313.53	319.04	325.22	333.26	224.54	190.0	169.04	148.16	56.62	54.4	57.35	45.79	42.67	41.39	39.54	38.6	45.24	45.42	45.57	286.68	182.26	155.05	125.96	112.8	268.29	273.62	279.64	-0.79	0.39	6.45	-3.54	3.24	256.91	264.64	267.86	0.88	0.86	0.8	0.78	0.75	0.73	0.85	0.85	0.86	-0.03	-0.04	-0.02	-0.12	-0.05	0.81	0.82	0.82	0.21	0.82	1.11	1.68	1.83	0.34	0.33	0.27	0.16	0.47	0.55	0.63	0.67	0.21	0.19	0.17	-0.05	-0.06	-0.05	-0.43	-0.13	0.96	0.97	0.96	-0.69	-0.79	-0.87	-6.37	-1.63	1.19	1.15	1.21	0.29	1.05	1.44	1.88	2.57	AT5G45470	E+
1116.0	56.93	56.93	42.66	484.96	428.03	499.07	443.08	633.38	551.22	425.11	337.77	281.15	237.87	218.43	369.89	392.81	395.32	416.56	329.07	273.39	229.37	206.37	66.53	69.88	69.84	55.96	53.92	52.11	50.27	49.25	54.77	55.31	55.33	369.15	283.85	229.04	187.6	169.18	315.12	337.5	340.0	8.56	8.7	7.75	8.49	12.06	303.36	322.94	325.48	0.88	0.87	0.84	0.81	0.79	0.77	0.85	0.86	0.86	0.01	0.0	0.0	0.01	0.02	0.82	0.82	0.82	0.17	0.48	0.79	1.13	1.35	0.36	0.27	0.26	0.13	0.33	0.46	0.56	0.61	0.26	0.21	0.2	0.0	0.0	-0.01	-0.0	0.0	0.96	0.96	0.96	-0.19	-0.3	-0.37	-0.43	-0.53	1.18	1.22	1.2	0.24	0.6	0.95	1.42	1.73	AT5G45470	E+
917.0	91.12	91.12	74.7	695.57	604.45	720.87	655.85	870.33	777.01	612.33	428.25	358.62	309.02	285.27	554.76	587.12	597.01	611.89	423.83	351.64	298.61	271.72	112.34	112.64	110.4	89.44	83.75	80.63	77.67	75.92	88.1	88.9	89.14	522.89	344.49	277.99	231.34	209.35	466.66	498.22	507.87	0.44	4.41	6.98	10.41	13.55	442.43	474.48	486.6	0.87	0.86	0.81	0.78	0.75	0.73	0.84	0.85	0.85	-0.01	-0.01	-0.0	0.01	0.02	0.8	0.81	0.82	0.15	0.64	0.98	1.31	1.54	0.28	0.21	0.19	0.13	0.42	0.54	0.62	0.65	0.23	0.18	0.16	-0.01	-0.01	-0.01	0.01	0.01	0.95	0.95	0.96	-0.19	-0.28	-0.25	-0.23	-0.22	1.21	1.21	1.19	0.2	0.73	1.12	1.56	1.82	AT5G45470	E+
961.0	44.88	44.88	32.76	403.09	358.22	416.1	369.64	538.74	462.73	351.05	259.8	220.12	189.29	177.36	326.2	334.59	340.2	335.82	256.68	218.83	178.5	161.54	54.99	59.37	58.71	44.09	42.03	40.69	39.38	38.77	43.6	43.78	43.88	306.96	217.77	179.44	149.91	138.59	282.6	290.81	296.32	15.23	3.13	1.3	10.79	15.82	271.21	275.22	281.49	0.89	0.87	0.84	0.81	0.79	0.78	0.86	0.87	0.87	0.03	-0.02	-0.03	0.01	0.04	0.83	0.82	0.82	0.17	0.6	0.9	1.24	1.38	0.27	0.23	0.21	0.14	0.39	0.5	0.58	0.62	0.21	0.18	0.17	0.03	-0.03	-0.05	0.0	0.04	0.96	0.95	0.95	-0.03	-0.54	-0.72	-0.54	-0.36	1.23	1.31	1.31	0.28	0.76	1.04	1.55	1.84	AT5G45470	E+
620.0	49.04	49.04	35.91	427.17	378.14	447.78	402.17	566.59	492.99	380.91	306.58	262.19	222.02	205.14	347.14	361.34	366.08	364.12	296.78	242.1	196.62	173.36	60.16	61.48	60.94	48.33	46.73	45.46	43.95	43.22	47.68	47.96	48.07	332.58	259.84	216.73	178.07	161.92	299.46	313.38	318.01	16.79	9.8	20.08	25.4	31.78	286.99	299.86	305.14	0.88	0.87	0.85	0.82	0.8	0.78	0.86	0.87	0.87	0.04	0.02	0.06	0.09	0.14	0.82	0.83	0.83	0.13	0.41	0.66	0.98	1.14	0.25	0.2	0.18	0.11	0.31	0.43	0.53	0.58	0.2	0.17	0.15	0.04	0.02	0.07	0.11	0.17	0.96	0.96	0.96	0.15	-0.09	0.2	0.17	0.44	1.24	1.26	1.24	0.26	0.56	0.94	1.48	1.78	AT5G45470	E+
2078.0	59.59	59.59	45.96	499.9	440.31	521.95	470.86	648.49	568.5	439.8	304.6	256.58	214.42	197.65	410.14	422.59	427.34	426.71	297.79	250.42	201.11	176.44	71.23	71.77	73.14	58.58	55.08	53.16	50.88	49.82	57.95	58.24	58.31	381.22	249.53	203.42	163.55	147.82	352.19	364.35	369.03	13.1	6.81	6.16	13.31	21.21	338.91	350.82	354.2	0.88	0.87	0.82	0.79	0.76	0.74	0.86	0.86	0.86	0.02	0.0	0.0	0.03	0.08	0.83	0.83	0.83	0.15	0.68	0.99	1.43	1.63	0.25	0.2	0.19	0.13	0.43	0.54	0.63	0.67	0.2	0.17	0.16	0.02	0.0	-0.0	0.02	0.09	0.96	0.96	0.96	-0.01	-0.25	-0.32	-0.34	-0.07	1.19	1.21	1.22	0.25	0.82	1.2	1.83	2.34	AT5G45470	E+
1959.0	67.38	67.38	53.22	539.14	471.77	580.47	525.04	719.03	631.96	450.05	296.05	245.17	203.6	185.69	430.5	449.81	453.95	458.29	294.76	246.57	199.35	184.67	85.02	84.14	85.74	65.68	60.72	58.1	55.2	53.66	65.12	65.58	65.66	384.37	235.33	187.08	148.4	132.04	365.38	384.24	388.29	-8.24	1.29	-1.4	4.25	1.02	345.48	365.68	368.22	0.87	0.85	0.79	0.76	0.72	0.7	0.84	0.85	0.85	-0.03	-0.02	-0.03	-0.01	-0.05	0.8	0.81	0.81	0.22	0.87	1.27	1.79	2.21	0.36	0.28	0.27	0.18	0.5	0.61	0.69	0.73	0.23	0.19	0.18	-0.04	-0.03	-0.06	-0.03	-0.36	0.96	0.96	0.95	-0.53	-0.41	-0.57	-0.49	-10.74	1.21	1.2	1.22	0.3	1.06	1.49	2.35	2.85	WT	E-
809.0	73.75	73.75	59.24	590.35	516.6	616.61	561.33	743.75	663.99	522.14	354.85	295.09	240.77	218.23	504.31	530.88	528.08	513.4	356.76	284.2	231.22	202.19	98.19	94.9	95.3	72.49	67.78	65.15	61.96	60.23	72.13	72.66	72.61	449.65	287.07	229.94	178.82	158.0	432.18	458.22	455.47	8.74	-1.91	10.9	9.56	16.04	406.12	435.98	432.78	0.88	0.86	0.81	0.78	0.74	0.72	0.86	0.86	0.86	0.01	-0.02	0.02	0.03	0.06	0.81	0.82	0.82	0.14	0.69	1.04	1.51	1.78	0.19	0.12	0.13	0.12	0.44	0.56	0.66	0.7	0.16	0.11	0.11	0.01	-0.02	0.01	0.03	0.07	0.94	0.95	0.95	-0.01	-0.26	-0.17	-0.13	-0.02	1.28	1.25	1.26	0.22	0.77	1.25	1.81	2.3	WT	E-
1714.0	83.19	83.19	66.99	638.64	555.45	670.85	604.47	814.86	726.15	524.22	348.08	284.9	237.64	215.21	496.02	532.93	538.84	538.1	344.5	276.38	230.45	207.47	100.97	101.98	102.78	80.8	74.66	71.08	67.59	65.53	80.01	80.99	81.14	443.42	273.42	213.83	170.05	149.68	416.0	451.94	457.7	-13.88	3.59	8.52	7.19	7.74	395.04	430.95	436.07	0.87	0.84	0.78	0.75	0.71	0.69	0.84	0.85	0.85	-0.04	-0.01	0.01	0.01	0.01	0.8	0.81	0.81	0.23	0.87	1.31	1.79	2.11	0.34	0.23	0.22	0.2	0.51	0.62	0.7	0.74	0.25	0.18	0.17	-0.04	-0.01	-0.0	-0.01	0.0	0.95	0.96	0.96	-0.44	-0.24	-0.22	-0.31	-0.3	1.19	1.19	1.19	0.27	1.03	1.56	2.18	2.56	WT	E-
1260.0	40.1	40.1	28.34	347.85	307.75	386.64	337.08	521.93	437.99	289.14	197.18	167.29	138.89	129.71	284.84	295.02	296.95	294.3	196.4	161.35	138.62	126.68	53.62	50.36	50.92	39.06	36.44	35.12	33.48	32.81	38.97	39.21	39.24	250.07	160.74	132.17	105.42	96.9	245.86	255.82	257.72	-5.17	0.78	5.94	0.27	3.03	231.22	244.66	246.03	0.88	0.86	0.81	0.78	0.75	0.74	0.86	0.86	0.86	-0.04	-0.05	-0.03	-0.08	-0.04	0.81	0.83	0.83	0.24	0.86	1.23	1.74	1.89	0.28	0.23	0.21	0.17	0.47	0.57	0.66	0.68	0.19	0.15	0.15	-0.06	-0.07	-0.06	-0.17	-0.09	0.94	0.96	0.96	-0.84	-1.03	-1.12	-1.96	-1.3	1.31	1.25	1.26	0.37	1.14	1.71	2.36	2.87	WT	E-
1904.0	76.42	76.42	60.95	594.06	517.63	625.77	566.42	759.7	676.68	510.5	332.39	270.15	230.02	209.15	464.65	504.73	513.27	505.35	332.57	268.79	219.49	199.98	95.22	95.99	96.67	74.75	69.0	65.69	62.82	61.02	73.58	74.59	74.81	435.75	263.39	204.47	167.2	148.13	391.06	430.14	438.46	5.16	-0.18	1.36	10.53	9.17	369.42	408.74	416.6	0.87	0.85	0.79	0.76	0.73	0.7	0.84	0.85	0.85	0.0	-0.02	-0.02	0.03	0.02	0.8	0.81	0.81	0.17	0.81	1.25	1.65	1.98	0.32	0.21	0.19	0.15	0.49	0.6	0.68	0.72	0.24	0.17	0.15	0.0	-0.03	-0.03	0.03	0.01	0.95	0.95	0.95	-0.13	-0.35	-0.4	-0.18	-0.32	1.22	1.24	1.24	0.27	0.93	1.49	2.17	2.43	WT	E-
